order_id,store_id,customer_id,order_timestamp,order_date,order_hour,day_of_week,month,quarter,is_weekend,payment_method,order_value_inr,discount_amount_inr,delivery_charge_inr,platform_fee_inr,net_order_value_inr,pick_time_mins,pack_time_mins,dispatch_time_mins,travel_time_mins,total_delivery_mins,sla_met,distance_km,delivery_cost_inr,order_status,num_items,had_substitution,customer_rating,gross_profit_inr,is_profitable,order_hour_band,delivery_speed_band
ORD_00393353,STR_001,CUST_000692,2024-04-08 22:41:42,2024-04-08,22,Monday,4,2,False,UPI,294.71,0.0,0,8.84,303.55,3.75,2.13,1.99,7.47,15.34,False,2.07,25.73,Delivered,10,True,4.0,277.82,True,Night,15-25 mins
ORD_00162637,STR_001,CUST_015327,2023-07-28 13:53:45,2023-07-28,13,Friday,7,3,False,COD,1080.74,0.0,0,32.42,1113.16,6.34,3.19,2.18,5.66,17.369999999999997,False,1.39,22.99,Delivered,10,False,5.0,1090.17,True,Afternoon,15-25 mins
ORD_00262137,STR_009,CUST_038876,2023-11-12 11:59:24,2023-11-12,11,Sunday,11,4,True,COD,453.8,0.0,0,13.61,467.41,3.38,2.68,1.68,8.32,16.060000000000002,False,2.13,30.05,Delivered,3,False,5.0,437.36,True,Morning,15-25 mins
ORD_00223558,STR_007,CUST_035128,2023-10-09 08:37:57,2023-10-09,8,Monday,10,4,False,UPI,349.81,0.0,0,10.49,360.3,5.09,2.09,1.61,3.84,12.63,False,0.86,17.45,Delivered,11,False,4.0,342.85,True,Morning,10-15 mins
ORD_00055838,STR_002,CUST_011610,2023-03-07 11:08:34,2023-03-07,11,Tuesday,3,1,False,Wallet,232.62,23.26,0,6.98,216.34,3.76,1.84,1.98,11.3,18.880000000000003,False,2.83,35.87,Delivered,2,False,4.0,180.47,True,Morning,15-25 mins
ORD_00220134,STR_001,CUST_005451,2023-10-07 17:40:58,2023-10-07,17,Saturday,10,4,True,Card,142.87,14.29,25,4.29,157.87,7.27,2.07,1.09,5.86,16.29,False,1.36,26.0,Delivered,10,False,5.0,131.87,True,Evening,15-25 mins
ORD_00270357,STR_001,CUST_018509,2023-11-20 20:45:55,2023-11-20,20,Monday,11,4,False,Wallet,193.64,0.0,0,5.81,199.45,7.49,1.41,1.14,4.71,14.75,False,0.98,19.08,Cancelled,7,False,,180.37,True,Evening,10-15 mins
ORD_00043910,STR_008,CUST_019855,2023-02-19 23:30:12,2023-02-19,23,Sunday,2,1,True,Card,272.83,0.0,0,8.18,281.01,5.51,1.99,1.88,3.53,12.909999999999998,False,0.74,25.19,Delivered,4,True,5.0,255.82,True,Night,10-15 mins
ORD_00167097,STR_007,CUST_045223,2023-08-02 21:38:08,2023-08-02,21,Wednesday,8,3,False,UPI,397.23,39.72,0,11.92,369.43,2.0,2.64,1.42,3.0,9.06,True,0.92,22.95,Delivered,4,False,5.0,346.48,True,Night,8-10 mins
ORD_00249190,STR_004,CUST_025427,2023-11-01 17:23:45,2023-11-01,17,Wednesday,11,4,False,UPI,123.75,0.0,25,3.71,152.46,4.76,2.47,1.79,3.61,12.63,False,0.35,18.97,Delivered,7,False,1.0,133.49,True,Evening,10-15 mins
ORD_00158442,STR_006,CUST_015144,2023-07-22 23:41:06,2023-07-22,23,Saturday,7,3,True,UPI,163.57,24.54,0,4.91,143.94,2.25,1.01,1.21,11.71,16.18,False,2.56,31.2,Delivered,9,False,5.0,112.74,True,Night,15-25 mins
ORD_00234280,STR_004,CUST_022884,2023-10-19 17:14:49,2023-10-19,17,Thursday,10,4,False,Wallet,182.61,9.13,0,5.48,178.96,5.7,1.37,1.26,4.31,12.64,False,1.22,25.8,Delivered,3,False,2.0,153.16,True,Evening,10-15 mins
ORD_00324958,STR_010,CUST_010856,2024-01-14 20:40:25,2024-01-14,20,Sunday,1,1,True,COD,332.41,16.62,0,9.97,325.76,7.76,1.97,1.98,3.0,14.71,False,0.31,20.79,Delivered,7,False,5.0,304.97,True,Evening,10-15 mins
ORD_00155348,STR_005,CUST_025738,2023-07-18 19:26:54,2023-07-18,19,Tuesday,7,3,False,UPI,291.46,0.0,0,8.74,300.2,5.21,1.7,1.49,11.7,20.1,False,1.83,30.56,Delivered,10,False,4.0,269.64,True,Evening,15-25 mins
ORD_00179646,STR_006,CUST_015026,2023-08-18 21:17:01,2023-08-18,21,Friday,8,3,False,UPI,476.32,0.0,0,14.29,490.61,6.45,1.78,2.45,12.9,23.58,False,3.15,41.57,Cancelled,6,False,,449.04,True,Night,15-25 mins
ORD_00021086,STR_010,CUST_049030,2023-01-22 21:41:42,2023-01-22,21,Sunday,1,1,True,Card,687.53,0.0,0,20.63,708.16,4.02,1.69,1.59,10.13,17.43,False,1.96,33.8,Delivered,1,False,3.0,674.36,True,Night,15-25 mins
ORD_00127660,STR_001,CUST_025092,2023-06-11 18:42:58,2023-06-11,18,Sunday,6,2,True,COD,201.7,10.09,0,6.05,197.66,5.49,2.92,2.14,3.88,14.43,False,1.49,28.13,Delivered,9,False,4.0,169.53,True,Evening,10-15 mins
ORD_00059377,STR_009,CUST_033061,2023-03-11 16:24:35,2023-03-11,16,Saturday,3,1,True,Wallet,60.67,3.03,25,1.82,84.46,4.72,1.3,0.5,11.13,17.65,False,2.88,38.22,Delivered,6,False,5.0,46.24,True,Afternoon,15-25 mins
ORD_00360358,STR_007,CUST_031043,2024-02-25 19:29:23,2024-02-25,19,Sunday,2,1,True,Card,89.05,4.45,25,2.67,112.27,5.22,1.28,1.17,3.0,10.67,False,0.35,7.62,Cancelled,3,False,,104.65,True,Evening,10-15 mins
ORD_00426290,STR_008,CUST_018497,2024-05-22 08:48:00,2024-05-22,8,Wednesday,5,2,False,COD,424.1,42.41,0,12.72,394.41,4.47,1.52,1.68,6.38,14.05,False,1.43,26.11,Delivered,10,False,5.0,368.3,True,Morning,10-15 mins
ORD_00171335,STR_007,CUST_044166,2023-08-07 18:10:14,2023-08-07,18,Monday,8,3,False,UPI,391.96,39.2,0,11.76,364.52,2.0,1.0,0.55,3.0,6.55,True,0.67,17.07,Delivered,11,False,4.0,347.45,True,Evening,<8 mins
ORD_00400644,STR_008,CUST_005370,2024-04-17 12:18:36,2024-04-17,12,Wednesday,4,2,False,UPI,263.86,39.58,0,7.92,232.2,7.32,1.96,1.39,3.0,13.670000000000002,False,0.36,23.53,Delivered,8,False,4.0,208.67,True,Afternoon,10-15 mins
ORD_00445230,STR_006,CUST_046432,2024-06-18 09:15:23,2024-06-18,9,Tuesday,6,2,False,Card,191.02,0.0,0,5.73,196.75,5.54,2.51,2.0,10.14,20.19,False,2.38,35.44,Delivered,11,False,4.0,161.31,True,Morning,15-25 mins
ORD_00191764,STR_010,CUST_001557,2023-09-02 21:08:18,2023-09-02,21,Saturday,9,3,True,Wallet,143.15,0.0,25,4.29,172.44,6.22,3.14,1.73,6.32,17.41,False,1.93,28.31,Delivered,10,False,4.0,144.13,True,Night,15-25 mins
ORD_00162528,STR_010,CUST_014868,2023-07-27 23:35:45,2023-07-27,23,Thursday,7,3,False,UPI,299.56,0.0,0,8.99,308.55,2.47,2.45,0.84,4.2,9.96,True,1.39,23.93,Delivered,7,False,4.0,284.62,True,Night,8-10 mins
ORD_00102288,STR_003,CUST_014255,2023-05-06 13:15:56,2023-05-06,13,Saturday,5,2,True,UPI,159.86,7.99,0,4.8,156.67,6.4,2.89,2.05,10.75,22.09,False,1.49,27.02,Delivered,6,False,5.0,129.65,True,Afternoon,15-25 mins
ORD_00011331,STR_002,CUST_007142,2023-01-13 16:16:57,2023-01-13,16,Friday,1,1,False,UPI,143.84,0.0,25,4.32,173.16,4.76,2.74,1.55,10.69,19.74,False,2.86,40.81,RTO,7,False,,132.35,True,Afternoon,15-25 mins
ORD_00181893,STR_001,CUST_004197,2023-08-21 19:32:52,2023-08-21,19,Monday,8,3,False,Wallet,234.1,23.41,0,7.02,217.71,6.72,2.57,1.58,6.87,17.74,False,1.3,19.93,Delivered,3,False,5.0,197.78,True,Evening,15-25 mins
ORD_00039577,STR_002,CUST_033057,2023-02-14 18:12:16,2023-02-14,18,Tuesday,2,1,False,Card,364.44,0.0,0,10.93,375.37,4.49,1.0,2.01,8.19,15.69,False,2.14,35.45,Delivered,6,False,2.0,339.92,True,Evening,15-25 mins
ORD_00371990,STR_007,CUST_034823,2024-03-11 22:44:08,2024-03-11,22,Monday,3,1,False,UPI,194.02,9.7,0,5.82,190.14,2.0,3.56,1.42,5.01,11.99,False,0.92,21.84,Delivered,9,False,5.0,168.3,True,Night,10-15 mins
ORD_00040058,STR_009,CUST_036493,2023-02-14 18:46:54,2023-02-14,18,Tuesday,2,1,False,Wallet,471.62,70.74,0,14.15,415.03,4.71,2.88,1.82,3.4,12.81,False,1.22,25.77,Cancelled,9,False,,389.26,True,Evening,10-15 mins
ORD_00185922,STR_006,CUST_023056,2023-08-26 23:20:54,2023-08-26,23,Saturday,8,3,True,Card,127.22,6.36,25,3.82,149.68,2.0,1.53,1.47,12.65,17.65,False,3.19,36.09,Delivered,4,False,5.0,113.59,True,Night,15-25 mins
ORD_00087823,STR_010,CUST_022518,2023-04-16 21:48:35,2023-04-16,21,Sunday,4,2,True,UPI,303.99,60.8,0,9.12,252.31,6.83,1.29,0.5,5.98,14.6,False,1.61,30.12,Delivered,10,False,3.0,222.19,True,Night,10-15 mins
ORD_00051239,STR_004,CUST_028124,2023-03-01 18:59:16,2023-03-01,18,Wednesday,3,1,False,Card,170.67,0.0,0,5.12,175.79,5.01,2.73,1.09,4.54,13.37,False,0.84,17.59,Delivered,8,False,5.0,158.2,True,Evening,10-15 mins
ORD_00379064,STR_001,CUST_008210,2024-03-21 18:55:07,2024-03-21,18,Thursday,3,1,False,Card,269.88,0.0,0,8.1,277.98,3.76,2.65,2.38,5.49,14.28,False,1.8,24.75,Delivered,5,False,5.0,253.23,True,Evening,10-15 mins
ORD_00066086,STR_002,CUST_002421,2023-03-20 08:44:38,2023-03-20,8,Monday,3,1,False,UPI,367.57,0.0,0,11.03,378.6,8.05,1.62,1.31,11.72,22.700000000000003,False,2.72,34.93,Delivered,3,False,3.0,343.67,True,Morning,15-25 mins
ORD_00036858,STR_001,CUST_041901,2023-02-11 01:17:14,2023-02-11,1,Saturday,2,1,True,UPI,160.5,16.05,0,4.81,149.26,4.45,1.35,0.54,11.46,17.8,False,2.09,35.73,Delivered,5,True,5.0,113.53,True,Late Night,15-25 mins
ORD_00271442,STR_002,CUST_019930,2023-11-21 11:05:49,2023-11-21,11,Tuesday,11,4,False,UPI,401.57,20.08,0,12.05,393.54,6.57,2.64,1.28,3.39,13.88,False,1.04,21.27,Delivered,4,False,5.0,372.27,True,Morning,10-15 mins
ORD_00168365,STR_004,CUST_008288,2023-08-04 18:47:27,2023-08-04,18,Friday,8,3,False,Card,181.67,0.0,0,5.45,187.12,2.0,1.68,1.56,3.54,8.780000000000001,True,1.09,20.07,Cancelled,9,False,,167.05,True,Evening,8-10 mins
ORD_00262349,STR_010,CUST_033183,2023-11-12 15:09:00,2023-11-12,15,Sunday,11,4,True,Wallet,198.91,0.0,0,5.97,204.88,3.8,2.1,1.65,4.23,11.78,False,1.49,29.44,Delivered,11,False,5.0,175.44,True,Afternoon,10-15 mins
ORD_00413895,STR_010,CUST_012937,2024-05-04 16:18:04,2024-05-04,16,Saturday,5,2,True,UPI,139.77,0.0,25,4.19,168.96,4.0,1.96,0.5,3.0,9.46,True,0.5,17.27,Delivered,7,False,4.0,151.69,True,Afternoon,8-10 mins
ORD_00356752,STR_002,CUST_009926,2024-02-21 07:46:50,2024-02-21,7,Wednesday,2,1,False,Wallet,150.85,0.0,0,4.53,155.38,2.54,1.07,1.18,12.15,16.94,False,2.56,36.53,Delivered,2,False,5.0,118.85,True,Morning,15-25 mins
ORD_00125322,STR_010,CUST_013998,2023-06-07 20:52:08,2023-06-07,20,Wednesday,6,2,False,Card,687.11,103.07,0,20.61,604.65,6.76,3.6,1.4,5.46,17.22,False,0.87,20.18,Delivered,9,False,4.0,584.47,True,Evening,15-25 mins
ORD_00147851,STR_001,CUST_018072,2023-07-09 09:03:08,2023-07-09,9,Sunday,7,3,True,Card,155.51,0.0,0,4.67,160.18,8.07,3.01,1.64,3.0,15.72,False,0.51,22.34,Delivered,7,False,4.0,137.84,True,Morning,15-25 mins
ORD_00201921,STR_002,CUST_023332,2023-09-16 14:12:44,2023-09-16,14,Saturday,9,3,True,UPI,249.46,0.0,0,7.48,256.94,6.75,1.9,1.67,7.12,17.44,False,2.51,32.64,Delivered,1,False,5.0,224.3,True,Afternoon,15-25 mins
ORD_00373685,STR_001,CUST_022716,2024-03-14 19:31:53,2024-03-14,19,Thursday,3,1,False,Card,234.17,0.0,0,7.03,241.2,4.11,1.87,2.26,13.62,21.86,False,2.25,37.46,Delivered,8,False,3.0,203.74,True,Evening,15-25 mins
ORD_00203078,STR_005,CUST_016273,2023-09-17 11:18:53,2023-09-17,11,Sunday,9,3,True,UPI,262.11,39.32,0,7.86,230.65,4.07,1.42,1.93,10.32,17.740000000000002,False,2.09,32.19,Delivered,8,False,5.0,198.46,True,Morning,15-25 mins
ORD_00344251,STR_001,CUST_049698,2024-02-05 21:01:48,2024-02-05,21,Monday,2,1,False,UPI,214.26,0.0,0,6.43,220.69,4.46,2.51,0.68,8.24,15.89,False,2.16,31.99,Delivered,4,False,4.0,188.7,True,Night,15-25 mins
ORD_00207733,STR_005,CUST_005396,2023-09-23 14:01:58,2023-09-23,14,Saturday,9,3,True,COD,303.93,0.0,0,9.12,313.05,6.5,2.26,1.08,8.58,18.42,False,1.99,30.06,Delivered,9,False,5.0,282.99,True,Afternoon,15-25 mins
ORD_00201478,STR_007,CUST_041437,2023-09-15 11:52:33,2023-09-15,11,Friday,9,3,False,Card,194.82,9.74,0,5.84,190.92,3.91,1.94,1.19,6.21,13.25,False,1.72,29.03,Delivered,1,False,5.0,161.89,True,Morning,10-15 mins
ORD_00414053,STR_002,CUST_046862,2024-05-05 17:47:40,2024-05-05,17,Sunday,5,2,True,Wallet,375.66,56.35,0,11.27,330.58,8.03,1.61,1.33,6.71,17.68,False,1.39,24.97,Delivered,9,False,2.0,305.61,True,Evening,15-25 mins
ORD_00135846,STR_008,CUST_004945,2023-06-22 08:27:55,2023-06-22,8,Thursday,6,2,False,UPI,229.1,11.46,0,6.87,224.51,5.89,2.07,1.2,3.0,12.159999999999998,False,0.92,19.11,Delivered,4,False,4.0,205.4,True,Morning,10-15 mins
ORD_00225958,STR_010,CUST_032067,2023-10-11 13:32:54,2023-10-11,13,Wednesday,10,4,False,UPI,214.57,32.19,0,6.44,188.82,7.31,2.27,1.92,5.12,16.62,False,1.09,25.77,Delivered,4,False,5.0,163.05,True,Afternoon,15-25 mins
ORD_00143882,STR_008,CUST_027841,2023-07-03 17:28:30,2023-07-03,17,Monday,7,3,False,UPI,289.21,14.46,0,8.68,283.43,4.37,2.78,1.28,9.68,18.11,False,2.39,37.11,Delivered,1,False,3.0,246.32,True,Evening,15-25 mins
ORD_00161884,STR_001,CUST_029848,2023-07-27 13:59:21,2023-07-27,13,Thursday,7,3,False,UPI,139.74,20.96,25,4.19,147.97,4.4,1.04,1.45,5.81,12.7,False,1.18,24.03,Delivered,1,False,5.0,123.94,True,Afternoon,10-15 mins
ORD_00390213,STR_003,CUST_000877,2024-04-04 17:37:16,2024-04-04,17,Thursday,4,2,False,COD,201.21,20.12,0,6.04,187.13,3.31,1.58,0.83,10.96,16.68,False,2.73,40.09,Delivered,5,False,5.0,147.04,True,Evening,15-25 mins
ORD_00109628,STR_005,CUST_045743,2023-05-16 19:53:17,2023-05-16,19,Tuesday,5,2,False,UPI,142.2,0.0,25,4.27,171.47,3.97,1.97,1.4,6.07,13.41,False,1.21,24.1,Delivered,9,False,4.0,147.37,True,Evening,10-15 mins
ORD_00224527,STR_006,CUST_000774,2023-10-10 21:50:32,2023-10-10,21,Tuesday,10,4,False,Card,490.54,73.58,0,14.72,431.68,4.34,2.57,1.86,9.47,18.24,False,1.29,22.93,Delivered,5,False,4.0,408.75,True,Night,15-25 mins
ORD_00270397,STR_002,CUST_019323,2023-11-20 21:56:59,2023-11-20,21,Monday,11,4,False,COD,677.8,33.89,0,20.33,664.24,5.98,1.71,1.8,11.1,20.59,False,2.73,38.04,Delivered,3,False,5.0,626.2,True,Night,15-25 mins
ORD_00166366,STR_007,CUST_003559,2023-08-01 09:50:01,2023-08-01,9,Tuesday,8,3,False,UPI,76.5,3.82,25,2.29,99.97,6.5,2.79,1.15,3.0,13.44,False,1.1,23.91,Delivered,7,False,1.0,76.06,True,Morning,10-15 mins
ORD_00307588,STR_008,CUST_015739,2023-12-27 15:13:40,2023-12-27,15,Wednesday,12,4,False,UPI,234.31,0.0,0,7.03,241.34,3.72,1.7,2.33,10.11,17.86,False,1.87,25.2,Delivered,5,False,5.0,216.14,True,Afternoon,15-25 mins
ORD_00117657,STR_009,CUST_006153,2023-05-27 10:51:56,2023-05-27,10,Saturday,5,2,True,UPI,1380.63,0.0,0,41.42,1422.05,3.61,2.56,0.5,7.79,14.46,False,2.18,32.27,Delivered,10,False,4.0,1389.78,True,Morning,10-15 mins
ORD_00230767,STR_010,CUST_029187,2023-10-15 23:37:29,2023-10-15,23,Sunday,10,4,True,Card,336.81,16.84,0,10.1,330.07,4.87,2.03,2.07,7.6,16.57,False,1.51,23.25,Delivered,9,False,3.0,306.82,True,Night,15-25 mins
ORD_00192188,STR_005,CUST_015618,2023-09-03 15:34:31,2023-09-03,15,Sunday,9,3,True,Wallet,526.81,0.0,0,15.8,542.61,4.51,2.56,1.77,3.0,11.84,False,0.55,26.52,Delivered,1,False,2.0,516.09,True,Afternoon,10-15 mins
ORD_00092622,STR_002,CUST_031724,2023-04-23 18:54:03,2023-04-23,18,Sunday,4,2,True,COD,570.47,0.0,0,17.11,587.58,7.62,2.61,2.38,10.54,23.15,False,2.53,33.24,Delivered,8,False,4.0,554.34,True,Evening,15-25 mins
ORD_00092378,STR_010,CUST_010627,2023-04-22 12:10:45,2023-04-22,12,Saturday,4,2,True,Wallet,77.57,15.51,25,2.33,89.39,2.0,2.35,1.0,6.97,12.32,False,1.37,25.1,Delivered,9,True,4.0,64.29,True,Afternoon,10-15 mins
ORD_00275386,STR_009,CUST_029736,2023-11-24 20:21:13,2023-11-24,20,Friday,11,4,False,COD,544.34,27.22,0,16.33,533.45,3.26,3.17,1.74,7.74,15.91,False,1.42,24.95,RTO,8,False,,508.5,True,Evening,15-25 mins
ORD_00276859,STR_010,CUST_048792,2023-11-25 18:02:36,2023-11-25,18,Saturday,11,4,True,COD,209.67,0.0,0,6.29,215.96,8.06,1.93,1.55,10.63,22.17,False,2.32,27.68,Delivered,4,False,4.0,188.28,True,Evening,15-25 mins
ORD_00349749,STR_002,CUST_012660,2024-02-12 19:08:07,2024-02-12,19,Monday,2,1,False,UPI,194.29,9.71,0,5.83,190.41,5.47,1.77,0.66,3.0,10.9,False,0.38,17.38,Delivered,1,False,5.0,173.03,True,Evening,10-15 mins
ORD_00230471,STR_007,CUST_031470,2023-10-15 01:32:17,2023-10-15,1,Sunday,10,4,True,Card,423.64,21.18,0,12.71,415.17,5.88,2.25,2.0,9.46,19.59,False,1.58,21.58,Delivered,6,False,4.0,393.59,True,Late Night,15-25 mins
ORD_00445760,STR_005,CUST_019411,2024-06-19 17:12:49,2024-06-19,17,Wednesday,6,2,False,COD,72.64,0.0,25,2.18,99.82,4.76,1.0,1.82,8.54,16.119999999999997,False,2.17,31.49,RTO,2,False,,68.33,True,Evening,15-25 mins
ORD_00028109,STR_006,CUST_029843,2023-01-30 19:27:26,2023-01-30,19,Monday,1,1,False,UPI,304.25,15.21,0,9.13,298.17,3.76,2.68,1.26,11.22,18.92,False,2.22,33.74,Delivered,7,True,5.0,264.43,True,Evening,15-25 mins
ORD_00176828,STR_007,CUST_049179,2023-08-14 19:31:19,2023-08-14,19,Monday,8,3,False,UPI,143.02,14.3,25,4.29,158.01,4.49,2.24,0.51,4.37,11.61,False,0.69,11.49,Delivered,9,False,5.0,146.52,True,Evening,10-15 mins
ORD_00193234,STR_008,CUST_012564,2023-09-04 07:13:00,2023-09-04,7,Monday,9,3,False,COD,134.27,26.85,25,4.03,136.45,4.84,2.23,1.55,3.0,11.62,False,0.73,26.25,Delivered,6,False,5.0,110.2,True,Morning,10-15 mins
ORD_00332860,STR_004,CUST_045566,2024-01-23 19:06:44,2024-01-23,19,Tuesday,1,1,False,UPI,291.83,0.0,0,8.75,300.58,5.4,2.73,1.93,10.8,20.86,False,1.9,24.25,Delivered,10,False,5.0,276.33,True,Evening,15-25 mins
ORD_00065333,STR_003,CUST_008970,2023-03-19 20:51:12,2023-03-19,20,Sunday,3,1,True,UPI,473.62,23.68,0,14.21,464.15,3.78,1.17,1.4,8.95,15.3,False,1.48,23.84,Delivered,7,False,3.0,440.31,True,Evening,15-25 mins
ORD_00270962,STR_007,CUST_020702,2023-11-20 15:19:18,2023-11-20,15,Monday,11,4,False,Wallet,252.46,0.0,0,7.57,260.03,4.5,1.95,1.21,5.27,12.93,False,0.75,24.23,Cancelled,10,False,,235.8,True,Afternoon,10-15 mins
ORD_00370940,STR_004,CUST_041253,2024-03-10 23:59:28,2024-03-10,23,Sunday,3,1,True,UPI,172.8,17.28,0,5.18,160.7,7.07,1.45,2.1,5.85,16.47,False,1.83,29.4,Delivered,3,False,5.0,131.3,True,Night,15-25 mins
ORD_00392350,STR_010,CUST_025506,2024-04-06 19:48:00,2024-04-06,19,Saturday,4,2,True,UPI,349.74,34.97,0,10.49,325.26,3.41,2.52,0.67,11.63,18.23,False,1.54,21.29,Delivered,1,False,5.0,303.97,True,Evening,15-25 mins
ORD_00075068,STR_001,CUST_048058,2023-04-01 14:20:49,2023-04-01,14,Saturday,4,2,True,UPI,140.45,7.02,25,4.21,162.64,5.26,1.22,1.37,5.04,12.89,False,1.46,23.64,Delivered,2,False,5.0,139.0,True,Afternoon,10-15 mins
ORD_00222657,STR_008,CUST_042019,2023-10-08 18:14:51,2023-10-08,18,Sunday,10,4,True,UPI,205.72,20.57,0,6.17,191.32,4.14,1.76,1.93,4.78,12.61,False,0.61,22.54,Delivered,8,False,1.0,168.78,True,Evening,10-15 mins
ORD_00391729,STR_004,CUST_032260,2024-04-06 07:54:33,2024-04-06,7,Saturday,4,2,True,UPI,313.39,15.67,0,9.4,307.12,7.76,1.8,1.45,8.25,19.26,False,1.96,32.31,Delivered,5,False,5.0,274.81,True,Morning,15-25 mins
ORD_00087308,STR_005,CUST_029505,2023-04-16 10:42:27,2023-04-16,10,Sunday,4,2,True,UPI,281.78,14.09,0,8.45,276.14,4.6,1.24,0.8,3.0,9.64,True,0.39,17.96,Delivered,2,False,5.0,258.18,True,Morning,8-10 mins
ORD_00308258,STR_006,CUST_049909,2023-12-28 23:48:04,2023-12-28,23,Thursday,12,4,False,UPI,115.65,0.0,25,3.47,144.12,5.14,1.42,2.2,12.95,21.71,False,3.0,38.02,Cancelled,1,False,,106.1,True,Night,15-25 mins
ORD_00089235,STR_010,CUST_028768,2023-04-18 17:33:13,2023-04-18,17,Tuesday,4,2,False,UPI,378.98,18.95,0,11.37,371.4,4.04,1.33,1.66,4.15,11.18,False,0.92,26.71,Delivered,7,False,5.0,344.69,True,Evening,10-15 mins
ORD_00199100,STR_004,CUST_003851,2023-09-12 06:16:07,2023-09-12,6,Tuesday,9,3,False,Card,478.71,95.74,0,14.36,397.33,4.3,2.36,1.58,8.19,16.43,False,2.28,30.75,Delivered,3,True,5.0,366.58,True,Morning,15-25 mins
ORD_00212732,STR_001,CUST_037756,2023-09-30 16:56:16,2023-09-30,16,Saturday,9,3,True,Card,424.94,0.0,0,12.75,437.69,6.77,1.36,1.78,3.04,12.95,False,0.77,21.92,RTO,10,True,,415.77,True,Afternoon,10-15 mins
ORD_00382616,STR_005,CUST_039497,2024-03-25 22:00:14,2024-03-25,22,Monday,3,1,False,COD,79.2,3.96,25,2.38,102.62,6.65,1.43,2.0,3.0,13.08,False,0.48,14.48,Delivered,8,False,1.0,88.14,True,Night,10-15 mins
ORD_00279278,STR_001,CUST_038616,2023-11-28 13:37:44,2023-11-28,13,Tuesday,11,4,False,Card,204.7,20.47,0,6.14,190.37,5.73,1.39,1.39,12.24,20.75,False,2.09,33.12,Delivered,11,True,2.0,157.25,True,Afternoon,15-25 mins
ORD_00257099,STR_006,CUST_018474,2023-11-08 19:48:51,2023-11-08,19,Wednesday,11,4,False,UPI,319.79,15.99,0,9.59,313.39,6.37,2.58,2.31,16.29,27.55,False,2.81,37.81,Delivered,10,False,5.0,275.58,True,Evening,>25 mins
