item_id,order_id,store_id,sku_id,category,quantity,unit_price_inr,unit_cost_inr,item_total_inr,item_margin_inr,is_substituted,order_date,item_margin_pct
ITM_001593070,ORD_00265571,STR_001,SKU_0289,Personal Care,1,10.0,7.0,10.0,3.0,False,2023-11-16,0.3
ITM_000104716,ORD_00017537,STR_006,SKU_0113,Dairy & Eggs,1,61.0,51.0,61.0,10.0,False,2023-01-19,0.1639
ITM_000073900,ORD_00012397,STR_003,SKU_0113,Dairy & Eggs,3,61.0,51.0,183.0,30.0,False,2023-01-14,0.1639
ITM_000428243,ORD_00071569,STR_002,SKU_0116,Dairy & Eggs,1,110.0,92.0,110.0,18.0,False,2023-03-27,0.1636
ITM_002601480,ORD_00433548,STR_009,SKU_0157,Packaged Food,4,111.0,87.0,444.0,96.0,False,2024-06-01,0.2162
ITM_002207234,ORD_00367833,STR_004,SKU_0160,Packaged Food,1,124.0,97.0,124.0,27.0,False,2024-03-06,0.2177
ITM_000248171,ORD_00041475,STR_009,SKU_0050,Fruits & Vegetables,2,35.0,29.0,70.0,12.0,False,2023-02-16,0.1714
ITM_002667001,ORD_00444549,STR_005,SKU_0011,Fruits & Vegetables,1,33.0,27.0,33.0,6.0,False,2024-06-17,0.1818
ITM_002024651,ORD_00337372,STR_002,SKU_0028,Fruits & Vegetables,1,76.0,62.0,76.0,14.0,False,2024-01-28,0.1842
ITM_001947383,ORD_00324511,STR_006,SKU_0141,Packaged Food,1,175.0,136.0,175.0,39.0,False,2024-01-14,0.2229
ITM_001657414,ORD_00276252,STR_006,SKU_0009,Fruits & Vegetables,1,46.0,38.0,46.0,8.0,False,2023-11-25,0.1739
ITM_002537107,ORD_00422893,STR_002,SKU_0094,Dairy & Eggs,1,92.0,77.0,92.0,15.0,False,2024-05-18,0.163
ITM_002274092,ORD_00378927,STR_009,SKU_0063,Dairy & Eggs,2,37.0,31.0,74.0,12.0,False,2024-03-20,0.1622
ITM_000873087,ORD_00145640,STR_003,SKU_0110,Dairy & Eggs,2,35.0,29.0,70.0,12.0,False,2023-07-06,0.1714
ITM_002716900,ORD_00452844,STR_008,SKU_0178,Packaged Food,2,45.0,35.0,90.0,20.0,False,2024-06-29,0.2222
ITM_001564692,ORD_00260812,STR_010,SKU_0306,Personal Care,1,283.0,204.0,283.0,79.0,False,2023-11-11,0.2792
ITM_000267895,ORD_00044734,STR_009,SKU_0003,Fruits & Vegetables,1,77.0,63.0,77.0,14.0,False,2023-02-20,0.1818
ITM_000770996,ORD_00128599,STR_003,SKU_0050,Fruits & Vegetables,3,35.0,29.0,105.0,18.0,False,2023-06-12,0.1714
ITM_000333158,ORD_00055649,STR_010,SKU_0322,Household,4,265.0,201.0,1060.0,256.0,False,2023-03-06,0.2415
ITM_002666270,ORD_00444430,STR_003,SKU_0482,Snacks & Confectionery,4,139.0,95.0,556.0,176.0,False,2024-06-17,0.3165
ITM_001200008,ORD_00200149,STR_008,SKU_0015,Fruits & Vegetables,2,60.0,49.0,120.0,22.0,False,2023-09-13,0.1833
ITM_002089353,ORD_00348255,STR_006,SKU_0138,Packaged Food,1,40.0,31.0,40.0,9.0,False,2024-02-10,0.225
ITM_002584222,ORD_00430691,STR_009,SKU_0057,Fruits & Vegetables,1,50.0,41.0,50.0,9.0,False,2024-05-28,0.18
ITM_002714174,ORD_00452388,STR_002,SKU_0063,Dairy & Eggs,1,37.0,31.0,37.0,6.0,False,2024-06-29,0.1622
ITM_002056359,ORD_00342697,STR_005,SKU_0074,Dairy & Eggs,1,82.0,69.0,82.0,13.0,False,2024-02-03,0.1585
ITM_001716768,ORD_00286160,STR_008,SKU_0243,Beverages,2,121.0,97.0,242.0,48.0,False,2023-12-04,0.1983
ITM_000304242,ORD_00050825,STR_008,SKU_0430,Baby & Kids,4,345.0,241.0,1380.0,416.0,False,2023-02-28,0.3014
ITM_001177453,ORD_00196357,STR_001,SKU_0088,Dairy & Eggs,1,20.0,17.0,20.0,3.0,False,2023-09-09,0.15
ITM_001661325,ORD_00276911,STR_001,SKU_0086,Dairy & Eggs,1,76.0,64.0,76.0,12.0,False,2023-11-26,0.1579
ITM_001803983,ORD_00300618,STR_004,SKU_0046,Fruits & Vegetables,2,60.0,49.0,120.0,22.0,False,2023-12-20,0.1833
ITM_001020273,ORD_00170173,STR_004,SKU_0186,Packaged Food,1,181.0,141.0,181.0,40.0,False,2023-08-06,0.221
ITM_002465448,ORD_00410895,STR_007,SKU_0297,Personal Care,1,431.0,310.0,431.0,121.0,False,2024-04-30,0.2807
ITM_001724403,ORD_00287409,STR_003,SKU_0150,Packaged Food,1,132.0,103.0,132.0,29.0,False,2023-12-06,0.2197
ITM_002695163,ORD_00449240,STR_002,SKU_0160,Packaged Food,1,124.0,97.0,124.0,27.0,False,2024-06-24,0.2177
ITM_000492162,ORD_00082140,STR_007,SKU_0355,Household,1,29.0,22.0,29.0,7.0,False,2023-04-09,0.2414
ITM_000529929,ORD_00088460,STR_009,SKU_0236,Beverages,4,41.0,33.0,164.0,32.0,False,2023-04-17,0.1951
ITM_002463239,ORD_00410523,STR_002,SKU_0237,Beverages,1,143.0,114.0,143.0,29.0,False,2024-04-30,0.2028
ITM_000596587,ORD_00099605,STR_002,SKU_0248,Beverages,1,155.0,124.0,155.0,31.0,False,2023-05-02,0.2
ITM_001461638,ORD_00243800,STR_010,SKU_0052,Fruits & Vegetables,2,54.0,44.0,108.0,20.0,False,2023-10-27,0.1852
ITM_000896018,ORD_00149448,STR_009,SKU_0116,Dairy & Eggs,1,110.0,92.0,110.0,18.0,False,2023-07-10,0.1636
ITM_002255237,ORD_00375813,STR_009,SKU_0078,Dairy & Eggs,1,91.0,76.0,91.0,15.0,False,2024-03-16,0.1648
ITM_000045124,ORD_00007571,STR_008,SKU_0031,Fruits & Vegetables,1,75.0,62.0,75.0,13.0,False,2023-01-08,0.1733
ITM_001461408,ORD_00243760,STR_009,SKU_0216,Beverages,1,51.0,41.0,51.0,10.0,False,2023-10-27,0.1961
ITM_001554854,ORD_00259222,STR_007,SKU_0230,Beverages,3,72.0,58.0,216.0,42.0,False,2023-11-10,0.1944
ITM_002250325,ORD_00374984,STR_009,SKU_0172,Packaged Food,1,126.0,98.0,126.0,28.0,False,2024-03-15,0.2222
ITM_000187524,ORD_00031372,STR_010,SKU_0326,Household,1,67.0,51.0,67.0,16.0,False,2023-02-03,0.2388
ITM_001253550,ORD_00209049,STR_010,SKU_0057,Fruits & Vegetables,2,50.0,41.0,100.0,18.0,False,2023-09-24,0.18
ITM_002008231,ORD_00334635,STR_005,SKU_0063,Dairy & Eggs,2,37.0,31.0,74.0,12.0,False,2024-01-25,0.1622
ITM_000700056,ORD_00116868,STR_010,SKU_0443,Snacks & Confectionery,2,79.0,54.0,158.0,50.0,False,2023-05-26,0.3165
ITM_001645112,ORD_00274203,STR_008,SKU_0139,Packaged Food,1,146.0,114.0,146.0,32.0,False,2023-11-23,0.2192
ITM_001831994,ORD_00305278,STR_002,SKU_0074,Dairy & Eggs,1,82.0,69.0,82.0,13.0,False,2023-12-25,0.1585
ITM_000174179,ORD_00029150,STR_008,SKU_0134,Packaged Food,1,10.0,8.0,10.0,2.0,False,2023-01-31,0.2
ITM_000307139,ORD_00051308,STR_005,SKU_0213,Beverages,1,150.0,120.0,150.0,30.0,False,2023-03-01,0.2
ITM_000856348,ORD_00142839,STR_005,SKU_0056,Fruits & Vegetables,1,71.0,58.0,71.0,13.0,False,2023-07-02,0.1831
ITM_001263006,ORD_00210605,STR_001,SKU_0091,Dairy & Eggs,2,87.0,73.0,174.0,28.0,False,2023-09-27,0.1609
ITM_001177745,ORD_00196412,STR_002,SKU_0276,Personal Care,2,34.0,24.0,68.0,20.0,False,2023-09-09,0.2941
ITM_001606377,ORD_00267769,STR_002,SKU_0012,Fruits & Vegetables,4,39.0,32.0,156.0,28.0,False,2023-11-18,0.1795
ITM_002058204,ORD_00343008,STR_008,SKU_0064,Dairy & Eggs,1,111.0,93.0,111.0,18.0,False,2024-02-03,0.1622
ITM_002394461,ORD_00399089,STR_006,SKU_0012,Fruits & Vegetables,1,39.0,32.0,39.0,7.0,False,2024-04-15,0.1795
ITM_002612667,ORD_00435397,STR_004,SKU_0028,Fruits & Vegetables,1,76.0,62.0,76.0,14.0,False,2024-06-04,0.1842
ITM_001459602,ORD_00243449,STR_006,SKU_0055,Fruits & Vegetables,1,50.0,41.0,50.0,9.0,False,2023-10-27,0.18
ITM_002131037,ORD_00355204,STR_010,SKU_0496,Snacks & Confectionery,1,92.0,63.0,92.0,29.0,False,2024-02-18,0.3152
ITM_001793959,ORD_00298945,STR_005,SKU_0195,Beverages,1,95.0,76.0,95.0,19.0,False,2023-12-18,0.2
ITM_002601684,ORD_00433580,STR_010,SKU_0053,Fruits & Vegetables,2,29.0,24.0,58.0,10.0,False,2024-06-01,0.1724
ITM_002603550,ORD_00433897,STR_004,SKU_0174,Packaged Food,1,116.0,90.0,116.0,26.0,False,2024-06-02,0.2241
ITM_000738301,ORD_00123197,STR_007,SKU_0058,Fruits & Vegetables,2,61.0,50.0,122.0,22.0,False,2023-06-04,0.1803
ITM_000960750,ORD_00160252,STR_007,SKU_0007,Fruits & Vegetables,2,25.0,20.0,50.0,10.0,False,2023-07-24,0.2
ITM_001432977,ORD_00238964,STR_002,SKU_0019,Fruits & Vegetables,3,51.0,42.0,153.0,27.0,False,2023-10-23,0.1765
ITM_002231874,ORD_00371900,STR_005,SKU_0310,Personal Care,1,280.0,202.0,280.0,78.0,False,2024-03-11,0.2786
ITM_000211093,ORD_00035310,STR_008,SKU_0015,Fruits & Vegetables,1,60.0,49.0,60.0,11.0,False,2023-02-08,0.1833
ITM_000101545,ORD_00016983,STR_009,SKU_0307,Personal Care,1,218.0,157.0,218.0,61.0,False,2023-01-18,0.2798
ITM_002444041,ORD_00407348,STR_005,SKU_0183,Packaged Food,1,64.0,50.0,64.0,14.0,False,2024-04-26,0.2188
ITM_001026653,ORD_00171276,STR_006,SKU_0172,Packaged Food,2,126.0,98.0,252.0,56.0,False,2023-08-07,0.2222
ITM_000155624,ORD_00026019,STR_007,SKU_0099,Dairy & Eggs,1,170.0,143.0,170.0,27.0,False,2023-01-28,0.1588
ITM_002250965,ORD_00375103,STR_001,SKU_0227,Beverages,1,108.0,86.0,108.0,22.0,False,2024-03-16,0.2037
ITM_001813042,ORD_00302140,STR_002,SKU_0234,Beverages,1,113.0,90.0,113.0,23.0,False,2023-12-22,0.2035
ITM_001017253,ORD_00169657,STR_009,SKU_0031,Fruits & Vegetables,2,75.0,62.0,150.0,26.0,False,2023-08-05,0.1733
ITM_000999177,ORD_00166653,STR_001,SKU_0118,Dairy & Eggs,2,90.0,76.0,180.0,28.0,False,2023-08-02,0.1556
ITM_001343774,ORD_00224073,STR_002,SKU_0240,Beverages,1,177.0,142.0,177.0,35.0,False,2023-10-10,0.1977
ITM_001928198,ORD_00321287,STR_004,SKU_0436,Baby & Kids,1,193.0,135.0,193.0,58.0,False,2024-01-11,0.3005
ITM_001529437,ORD_00254962,STR_005,SKU_0143,Packaged Food,1,138.0,108.0,138.0,30.0,False,2023-11-06,0.2174
ITM_002537995,ORD_00423037,STR_004,SKU_0223,Beverages,1,161.0,129.0,161.0,32.0,False,2024-05-18,0.1988
ITM_001442441,ORD_00240553,STR_007,SKU_0003,Fruits & Vegetables,2,77.0,63.0,154.0,28.0,False,2023-10-24,0.1818
ITM_002058463,ORD_00343051,STR_009,SKU_0059,Fruits & Vegetables,1,50.0,41.0,50.0,9.0,False,2024-02-03,0.18
ITM_002509199,ORD_00418206,STR_003,SKU_0310,Personal Care,3,280.0,202.0,840.0,234.0,False,2024-05-11,0.2786
ITM_000636403,ORD_00106282,STR_010,SKU_0002,Fruits & Vegetables,1,42.0,34.0,42.0,8.0,False,2023-05-11,0.1905
ITM_002445885,ORD_00407644,STR_009,SKU_0293,Personal Care,1,77.0,55.0,77.0,22.0,False,2024-04-26,0.2857
ITM_001454042,ORD_00242496,STR_006,SKU_0049,Fruits & Vegetables,1,47.0,39.0,47.0,8.0,False,2023-10-26,0.1702
ITM_001338915,ORD_00223262,STR_004,SKU_0327,Household,1,142.0,108.0,142.0,34.0,False,2023-10-09,0.2394
ITM_000822703,ORD_00137199,STR_007,SKU_0001,Fruits & Vegetables,1,55.0,45.0,55.0,10.0,False,2023-06-24,0.1818
ITM_002232324,ORD_00371978,STR_006,SKU_0179,Packaged Food,1,41.0,32.0,41.0,9.0,False,2024-03-11,0.2195
ITM_002138330,ORD_00356397,STR_007,SKU_0027,Fruits & Vegetables,1,52.0,43.0,52.0,9.0,False,2024-02-20,0.1731
ITM_001258449,ORD_00209855,STR_001,SKU_0296,Personal Care,4,245.0,176.0,980.0,276.0,False,2023-09-26,0.2816
ITM_001707349,ORD_00284592,STR_003,SKU_0071,Dairy & Eggs,2,42.0,35.0,84.0,14.0,False,2023-12-03,0.1667
ITM_001545392,ORD_00257651,STR_001,SKU_0355,Household,1,29.0,22.0,29.0,7.0,False,2023-11-09,0.2414
ITM_001989828,ORD_00331601,STR_009,SKU_0259,Personal Care,1,172.0,124.0,172.0,48.0,False,2024-01-21,0.2791
ITM_002376421,ORD_00396049,STR_009,SKU_0375,Baby & Kids,1,155.0,108.0,155.0,47.0,False,2024-04-11,0.3032
ITM_002131181,ORD_00355226,STR_001,SKU_0054,Fruits & Vegetables,2,39.0,32.0,78.0,14.0,False,2024-02-19,0.1795
ITM_000960189,ORD_00160163,STR_006,SKU_0180,Packaged Food,3,160.0,125.0,480.0,105.0,False,2023-07-24,0.2188
ITM_002219200,ORD_00369798,STR_002,SKU_0157,Packaged Food,1,111.0,87.0,111.0,24.0,False,2024-03-09,0.2162
ITM_001868047,ORD_00311353,STR_007,SKU_0124,Dairy & Eggs,1,80.0,67.0,80.0,13.0,False,2023-12-31,0.1625
ITM_001311790,ORD_00218787,STR_007,SKU_0175,Packaged Food,1,16.0,12.0,16.0,4.0,False,2023-10-05,0.25
ITM_001467479,ORD_00244755,STR_007,SKU_0123,Dairy & Eggs,2,98.0,82.0,196.0,32.0,False,2023-10-28,0.1633
ITM_002262036,ORD_00376926,STR_010,SKU_0012,Fruits & Vegetables,1,39.0,32.0,39.0,7.0,False,2024-03-17,0.1795
ITM_002075261,ORD_00345907,STR_005,SKU_0174,Packaged Food,1,116.0,90.0,116.0,26.0,False,2024-02-07,0.2241
ITM_000872629,ORD_00145561,STR_002,SKU_0409,Baby & Kids,1,159.0,111.0,159.0,48.0,False,2023-07-06,0.3019
ITM_002049532,ORD_00341531,STR_009,SKU_0234,Beverages,2,113.0,90.0,226.0,46.0,False,2024-02-01,0.2035
ITM_001731931,ORD_00288654,STR_008,SKU_0112,Dairy & Eggs,4,60.0,50.0,240.0,40.0,False,2023-12-07,0.1667
ITM_000651704,ORD_00108792,STR_002,SKU_0010,Fruits & Vegetables,2,17.0,14.0,34.0,6.0,False,2023-05-15,0.1765
ITM_000170135,ORD_00028471,STR_001,SKU_0281,Personal Care,1,206.0,148.0,206.0,58.0,False,2023-01-31,0.2816
ITM_001748956,ORD_00291484,STR_006,SKU_0385,Baby & Kids,1,299.0,209.0,299.0,90.0,False,2023-12-10,0.301
ITM_002222011,ORD_00370256,STR_007,SKU_0130,Packaged Food,2,94.0,73.0,188.0,42.0,False,2024-03-09,0.2234
ITM_000462435,ORD_00077217,STR_004,SKU_0347,Household,1,203.0,154.0,203.0,49.0,False,2023-04-03,0.2414
ITM_002650835,ORD_00441865,STR_009,SKU_0274,Personal Care,2,50.0,36.0,100.0,28.0,False,2024-06-13,0.28
ITM_002456218,ORD_00409363,STR_007,SKU_0082,Dairy & Eggs,1,106.0,89.0,106.0,17.0,False,2024-04-28,0.1604
ITM_002514737,ORD_00419139,STR_005,SKU_0316,Household,2,108.0,82.0,216.0,52.0,False,2024-05-12,0.2407
ITM_002543770,ORD_00424012,STR_005,SKU_0227,Beverages,1,108.0,86.0,108.0,22.0,False,2024-05-19,0.2037
ITM_002421209,ORD_00403553,STR_004,SKU_0056,Fruits & Vegetables,1,71.0,58.0,71.0,13.0,False,2024-04-21,0.1831
ITM_002582876,ORD_00430472,STR_006,SKU_0036,Fruits & Vegetables,2,38.0,31.0,76.0,14.0,False,2024-05-28,0.1842
ITM_000611699,ORD_00102141,STR_002,SKU_0284,Personal Care,1,210.0,151.0,210.0,59.0,False,2023-05-06,0.281
ITM_000785823,ORD_00131068,STR_002,SKU_0317,Household,1,168.0,128.0,168.0,40.0,False,2023-06-16,0.2381
ITM_001765788,ORD_00294280,STR_007,SKU_0142,Packaged Food,1,88.0,69.0,88.0,19.0,False,2023-12-13,0.2159
ITM_001182350,ORD_00197174,STR_010,SKU_0122,Dairy & Eggs,1,86.0,72.0,86.0,14.0,False,2023-09-09,0.1628
ITM_002377693,ORD_00396266,STR_002,SKU_0155,Packaged Food,1,214.0,167.0,214.0,47.0,False,2024-04-12,0.2196
ITM_001062764,ORD_00177239,STR_003,SKU_0073,Dairy & Eggs,1,104.0,87.0,104.0,17.0,False,2023-08-15,0.1635
ITM_001415635,ORD_00236021,STR_001,SKU_0047,Fruits & Vegetables,1,57.0,47.0,57.0,10.0,False,2023-10-21,0.1754
ITM_002211374,ORD_00368499,STR_004,SKU_0157,Packaged Food,1,111.0,87.0,111.0,24.0,False,2024-03-07,0.2162
ITM_001177643,ORD_00196392,STR_002,SKU_0294,Personal Care,1,280.0,202.0,280.0,78.0,False,2023-09-09,0.2786
ITM_001232885,ORD_00205591,STR_007,SKU_0017,Fruits & Vegetables,2,15.0,12.0,30.0,6.0,False,2023-09-20,0.2
ITM_001320141,ORD_00220193,STR_001,SKU_0454,Snacks & Confectionery,2,110.0,75.0,220.0,70.0,False,2023-10-07,0.3182
ITM_000196832,ORD_00032917,STR_006,SKU_0181,Packaged Food,2,111.0,87.0,222.0,48.0,False,2023-02-05,0.2162
ITM_001049546,ORD_00175045,STR_006,SKU_0112,Dairy & Eggs,1,60.0,50.0,60.0,10.0,False,2023-08-12,0.1667
ITM_000264929,ORD_00044241,STR_002,SKU_0127,Packaged Food,1,119.0,93.0,119.0,26.0,False,2023-02-20,0.2185
ITM_002634835,ORD_00439157,STR_008,SKU_0080,Dairy & Eggs,2,107.0,90.0,214.0,34.0,False,2024-06-09,0.1589
ITM_001115202,ORD_00185966,STR_006,SKU_0292,Personal Care,2,99.0,71.0,198.0,56.0,False,2023-08-26,0.2828
ITM_001156258,ORD_00192798,STR_002,SKU_0013,Fruits & Vegetables,2,61.0,50.0,122.0,22.0,False,2023-09-04,0.1803
ITM_001624026,ORD_00270703,STR_004,SKU_0100,Dairy & Eggs,1,126.0,106.0,126.0,20.0,False,2023-11-20,0.1587
ITM_000524289,ORD_00087508,STR_006,SKU_0031,Fruits & Vegetables,1,75.0,62.0,75.0,13.0,False,2023-04-16,0.1733
ITM_000045168,ORD_00007576,STR_008,SKU_0374,Baby & Kids,1,424.0,297.0,424.0,127.0,False,2023-01-08,0.2995
ITM_001666698,ORD_00277801,STR_007,SKU_0178,Packaged Food,1,45.0,35.0,45.0,10.0,False,2023-11-26,0.2222
ITM_001154013,ORD_00192430,STR_008,SKU_0221,Beverages,1,117.0,94.0,117.0,23.0,False,2023-09-03,0.1966
ITM_002184571,ORD_00364064,STR_009,SKU_0214,Beverages,1,63.0,50.0,63.0,13.0,False,2024-03-01,0.2063
ITM_000030270,ORD_00005086,STR_006,SKU_0220,Beverages,2,109.0,87.0,218.0,44.0,False,2023-01-06,0.2018
ITM_001346309,ORD_00224488,STR_006,SKU_0406,Baby & Kids,1,402.0,281.0,402.0,121.0,False,2023-10-10,0.301
ITM_000715332,ORD_00119381,STR_003,SKU_0055,Fruits & Vegetables,2,50.0,41.0,100.0,18.0,False,2023-05-30,0.18
ITM_001125905,ORD_00187749,STR_006,SKU_0253,Personal Care,2,10.0,7.0,20.0,6.0,False,2023-08-28,0.3
ITM_000262310,ORD_00043798,STR_007,SKU_0053,Fruits & Vegetables,1,29.0,24.0,29.0,5.0,False,2023-02-19,0.1724
ITM_000670597,ORD_00111947,STR_001,SKU_0002,Fruits & Vegetables,2,42.0,34.0,84.0,16.0,False,2023-05-20,0.1905
ITM_000748404,ORD_00124857,STR_002,SKU_0002,Fruits & Vegetables,2,42.0,34.0,84.0,16.0,False,2023-06-07,0.1905
ITM_000318754,ORD_00053248,STR_002,SKU_0354,Household,2,254.0,193.0,508.0,122.0,False,2023-03-04,0.2402
ITM_002190927,ORD_00365129,STR_010,SKU_0313,Household,1,108.0,82.0,108.0,26.0,False,2024-03-02,0.2407
ITM_002636577,ORD_00439451,STR_002,SKU_0253,Personal Care,1,10.0,7.0,10.0,3.0,False,2024-06-10,0.3
ITM_000234999,ORD_00039259,STR_008,SKU_0123,Dairy & Eggs,3,98.0,82.0,294.0,48.0,False,2023-02-13,0.1633
ITM_000468684,ORD_00078219,STR_008,SKU_0353,Household,2,147.0,112.0,294.0,70.0,False,2023-04-04,0.2381
ITM_001770015,ORD_00294982,STR_005,SKU_0263,Personal Care,2,34.0,24.0,68.0,20.0,False,2023-12-14,0.2941
ITM_002181878,ORD_00363634,STR_002,SKU_0400,Baby & Kids,1,416.0,291.0,416.0,125.0,False,2024-03-01,0.3005
ITM_001572235,ORD_00262073,STR_008,SKU_0276,Personal Care,1,34.0,24.0,34.0,10.0,False,2023-11-12,0.2941
ITM_002544384,ORD_00424114,STR_006,SKU_0200,Beverages,2,126.0,101.0,252.0,50.0,False,2024-05-19,0.1984
ITM_002633227,ORD_00438880,STR_005,SKU_0043,Fruits & Vegetables,1,41.0,34.0,41.0,7.0,False,2024-06-09,0.1707
ITM_000680563,ORD_00113610,STR_010,SKU_0030,Fruits & Vegetables,1,39.0,32.0,39.0,7.0,False,2023-05-21,0.1795
ITM_000407045,ORD_00067955,STR_008,SKU_0231,Beverages,1,70.0,56.0,70.0,14.0,False,2023-03-22,0.2
ITM_002344047,ORD_00390605,STR_009,SKU_0037,Fruits & Vegetables,3,45.0,37.0,135.0,24.0,False,2024-04-04,0.1778
ITM_001829347,ORD_00304836,STR_007,SKU_0005,Fruits & Vegetables,2,36.0,30.0,72.0,12.0,False,2023-12-24,0.1667
ITM_001551401,ORD_00258643,STR_001,SKU_0004,Fruits & Vegetables,3,60.0,49.0,180.0,33.0,False,2023-11-10,0.1833
ITM_000007246,ORD_00001239,STR_002,SKU_0194,Beverages,3,36.0,29.0,108.0,21.0,False,2023-01-02,0.1944
ITM_000711190,ORD_00118691,STR_002,SKU_0075,Dairy & Eggs,1,67.0,56.0,67.0,11.0,False,2023-05-29,0.1642
ITM_000373288,ORD_00062308,STR_005,SKU_0149,Packaged Food,1,59.0,46.0,59.0,13.0,False,2023-03-15,0.2203
ITM_002628084,ORD_00437997,STR_005,SKU_0324,Household,4,269.0,204.0,1076.0,260.0,False,2024-06-08,0.2416
ITM_001333459,ORD_00222386,STR_006,SKU_0069,Dairy & Eggs,1,86.0,72.0,86.0,14.0,False,2023-10-08,0.1628
ITM_001189844,ORD_00198451,STR_004,SKU_0111,Dairy & Eggs,2,96.0,81.0,192.0,30.0,False,2023-09-11,0.1562
ITM_002194436,ORD_00365692,STR_006,SKU_0416,Baby & Kids,2,451.0,316.0,902.0,270.0,False,2024-03-03,0.2993
ITM_000079844,ORD_00013370,STR_001,SKU_0067,Dairy & Eggs,1,49.0,41.0,49.0,8.0,False,2023-01-15,0.1633
ITM_000706692,ORD_00117934,STR_003,SKU_0370,Household,1,97.0,74.0,97.0,23.0,False,2023-05-28,0.2371
ITM_000625260,ORD_00104422,STR_001,SKU_0116,Dairy & Eggs,4,110.0,92.0,440.0,72.0,False,2023-05-09,0.1636
ITM_000728485,ORD_00121540,STR_008,SKU_0157,Packaged Food,4,111.0,87.0,444.0,96.0,False,2023-06-02,0.2162
ITM_001168148,ORD_00194807,STR_010,SKU_0107,Dairy & Eggs,1,93.0,78.0,93.0,15.0,False,2023-09-06,0.1613
ITM_002603821,ORD_00433937,STR_004,SKU_0109,Dairy & Eggs,1,148.0,124.0,148.0,24.0,False,2024-06-02,0.1622
ITM_001203749,ORD_00200793,STR_007,SKU_0273,Personal Care,4,208.0,150.0,832.0,232.0,False,2023-09-14,0.2788
ITM_002596688,ORD_00432762,STR_001,SKU_0332,Household,1,187.0,142.0,187.0,45.0,False,2024-06-01,0.2406
ITM_001991170,ORD_00331829,STR_002,SKU_0094,Dairy & Eggs,1,92.0,77.0,92.0,15.0,False,2024-01-22,0.163
ITM_001199874,ORD_00200125,STR_008,SKU_0051,Fruits & Vegetables,2,24.0,20.0,48.0,8.0,False,2023-09-13,0.1667
ITM_001107630,ORD_00184682,STR_009,SKU_0170,Packaged Food,1,10.0,8.0,10.0,2.0,False,2023-08-24,0.2
ITM_001368469,ORD_00228186,STR_001,SKU_0153,Packaged Food,1,14.0,11.0,14.0,3.0,False,2023-10-14,0.2143
